Institute ID,Name,City,State,Score,Rank,TLR (100),RPC (100),GO (100),OI (100),PERCEPTION (100),Category
IR-E-U-0139,Indian Institute of Technology GandhinagarMore Details,Gandhinagar,Gujarat,56.15,24,83.76,34.55,55.15,57.9,38.26,Engineering
IR-E-U-0378,Indian Institute of Technology RoparMore Details,Rupnagar,Punjab,55.95,25,79.11,30.54,70.31,59.24,30.75,Engineering
IR-E-U-0064,Indian Institute of Technology PatnaMore Details,Patna,Bihar,55.74,26,78.2,39.24,62.28,51.86,28.57,Engineering
IR-E-U-0334,Visvesvaraya National Institute of TechnologyMore Details,Nagpur,Maharashtra,54.76,27,67.7,45.19,69.73,53.77,15.56,Engineering
IR-E-U-0108,Jamia Millia IslamiaMore Details,New Delhi,Delhi,54.58,28,63.16,48.11,71.43,58.0,11.13,Engineering
IR-E-I-1480,Thapar Institute of Engineering & TechnologyMore Details,Patiala,Punjab,54.45,29,65.95,47.65,65.69,54.82,17.42,Engineering
IR-E-U-0391,Birla Institute of Technology & ScienceMore Details,Pilani,Rajasthan,54.39,30,61.95,34.87,77.36,56.26,42.47,Engineering
IR-E-U-0184,Indian Institute of Technology MandiMore Details,Mandi,Himachal Pradesh,54.17,31,70.38,36.8,67.11,64.7,21.26,Engineering
IR-E-U-0497,Amity University NoidaMore Details,Gautam Budh Nagar,Uttar Pradesh,53.09,32,71.22,50.11,51.01,56.94,8.05,Engineering
IR-E-U-0255,Indian Institute of Space Science and TechnologyMore Details,Thiruvananthapuram,Kerala,53.01,33,78.65,24.02,62.88,62.97,33.32,Engineering
IR-E-U-0363,Siksha `O` AnusandhanMore Details,Bhubaneswar,Odisha,52.38,34,74.73,29.41,68.18,64.26,10.7,Engineering
IR-E-U-0410,Malaviya National Institute of TechnologyMore Details,Jaipur,Rajasthan,52.25,35,71.41,41.69,59.89,54.4,8.95,Engineering
IR-E-U-0098,Delhi Technological UniversityMore Details,New Delhi,Delhi,51.99,36,63.36,31.12,73.21,53.07,36.91,Engineering
IR-E-U-0476,Shanmugha Arts Science Technology & Research AcademyMore Details,Thanjavur,Tamil Nadu,51.79,37,73.13,33.81,64.89,56.6,10.7,Engineering
IR-E-U-0202,Birla Institute of TechnologyMore Details,Ranchi,Jharkhand,51.42,38,70.07,34.81,58.75,51.57,30.48,Engineering
IR-E-U-0496,Aligarh Muslim UniversityMore Details,Aligarh,Uttar Pradesh,51.39,39,70.58,45.83,56.57,40.89,10.7,Engineering
IR-E-U-0172,National Institute of Technology KurukshetraMore Details,Kurukshetra,Haryana,51.19,40,63.85,41.64,61.65,54.75,17.42,Engineering
IR-E-U-0473,S. R. M. Institute of Science and TechnologyMore Details,Chennai,Tamil Nadu,50.95,41,61.27,41.96,63.57,61.06,11.55,Engineering
IR-E-U-0356,Kalinga Institute of Industrial TechnologyMore Details,Bhubaneswar,Odisha,50.07,42,66.08,25.8,65.8,75.7,17.79,Engineering
IR-E-U-0014,International Institute of Information Technology HyderabadMore Details,Hyderabad,Telangana,49.45,43,53.01,36.66,73.92,52.91,24.77,Engineering
IR-E-C-16604,Sri Sivasubramaniya Nadar College of EngineeringMore Details,Kancheepuram,Tamil Nadu,49.26,44,66.01,31.1,63.81,53.47,20.25,Engineering
IR-E-C-7252,Manipal Institute of TechnologyMore Details,Manipal,Karnataka,49.06,45,70.32,24.86,54.6,62.23,33.57,Engineering
IR-E-U-0055,National Institute of Technology SilcharMore Details,Silchar,Assam,48.66,46,61.63,35.41,62.3,51.68,19.21,Engineering
IR-E-U-0577,National Institute of Technology DurgapurMore Details,Durgapur,West Bengal,48.39,47,54.76,36.98,64.42,50.22,29.68,Engineering
IR-E-U-0530,Motilal Nehru National Institute of TechnologyMore Details,Allahabad,Uttar Pradesh,48.24,48,59.71,30.56,69.0,50.72,22.89,Engineering
IR-E-C-37013,PSG College of TechnologyMore Details,Coimbatore,Tamil Nadu,47.21,49,69.35,19.73,52.14,48.69,51.77,Engineering
IR-E-C-41593,College of Engineering PuneMore Details,Pune,Maharashtra,46.79,50,61.94,21.89,67.56,51.85,29.4,Engineering
IR-E-U-0474,Sathyabama Institute of Science and TechnologyMore Details,Chennai,Tamil Nadu,46.77,51,59.06,31.77,64.14,64.2,2.69,Engineering
IR-E-U-0374,Dr. B. R. Ambedkar National Institute of TechnologyMore Details,Jalandhar,Punjab,46.45,52,66.18,25.99,59.76,58.66,9.84,Engineering
IR-E-U-0395,Indian Institute of Technology JodhpurMore Details,Jodhpur,Rajasthan,46.13,53,67.71,26.19,56.17,59.29,8.05,Engineering
IR-E-U-0149,Sardar Vallabhbhai National Institute of TechnologyMore Details,Surat,Gujarat,45.59,54,57.49,31.2,62.46,55.13,9.84,Engineering
IR-E-U-0249,Visvesvaraya Technological UniversityMore Details,Belgaum,Karnataka,45.37,55,66.34,30.98,53.14,49.19,6.18,Engineering
IR-E-U-0105,Indraprastha Institute of Information Technology DelhiMore Details,New Delhi,Delhi,45.03,56,55.18,29.8,67.58,41.15,18.86,Engineering
IR-E-U-0017,Jawaharlal Nehru Technological UniversityMore Details,Hyderabad,Telangana,44.97,57,71.72,29.24,40.88,53.9,11.13,Engineering
IR-E-U-0020,Koneru Lakshmaiah Education Foundation UniversityMore Details,Vaddeswaram,Andhra Pradesh,44.7,58,70.69,28.57,44.25,54.5,6.18,Engineering
IR-E-C-1331,M. S. Ramaiah Institute of TechnologyMore Details,Bengaluru,Karnataka,43.74,59,65.53,13.98,62.74,55.31,18.15,Engineering
IR-E-U-0458,Kalasalingam Academy of Research and Higher EducationMore Details,Srivilliputtur,Tamil Nadu,43.71,60,68.66,18.42,54.26,62.06,5.21,Engineering
IR-E-U-0619,National Institute of Technology MeghalayaMore Details,Shillong,Meghalaya,43.69,61,66.27,20.64,54.64,59.35,7.59,Engineering
IR-E-U-0221,International Institute of Information Technology BangaloreMore Details,Bengaluru,Karnataka,43.55,62,59.63,17.63,63.93,57.99,17.79,Engineering
IR-E-U-0297,Defence Institute of Advanced TechnologyMore Details,Pune,Maharashtra,43.13,63,64.43,32.96,44.38,47.56,2.69,Engineering
IR-E-C-26794,Thiagarajar College of EngineeringMore Details,Madurai,Tamil Nadu,43.11,64,59.67,18.32,59.11,51.54,27.44,Engineering
IR-E-U-0284,Maulana Azad National Institute of TechnologyMore Details,Bhopal,Madhya Pradesh,42.17,65,52.55,28.36,64.27,47.33,3.2,Engineering
IR-E-U-0795,Indian Institute of Information Technology GuwahatiMore Details,Guwahati,Assam,41.92,66,64.22,6.8,58.52,52.43,36.68,Engineering
IR-E-U-0092,National Institute of Technology RaipurMore Details,Raipur,Chhattisgarh,41.58,67,58.88,24.26,56.99,50.7,1.63,Engineering
IR-E-U-0080,Punjab Engineering College (Deemed To Be University)More Details,Chandigarh,Chandigarh,41.43,68,55.66,14.2,64.1,56.64,19.9,Engineering
IR-E-C-24004,College of Engineering(A)More Details,Visakhapatnam,Andhra Pradesh,41.36,69,65.32,10.04,63.72,54.35,5.69,Engineering
IR-E-C-1269,R. V. College of EngineeringMore Details,Bengaluru,Karnataka,41.02,70,63.06,13.29,59.79,48.3,13.2,Engineering
IR-E-C-33641,Veermata Jijabai Technological InstituteMore Details,Mumbai,Maharashtra,40.58,71,57.29,11.04,68.16,52.93,11.55,Engineering
IR-E-U-0078,Panjab UniversityMore Details,Chandigarh,Chandigarh,40.44,72,40.82,43.55,51.63,40.27,7.59,Engineering
IR-E-C-1262,B.M.S. College of EngineeringMore Details,Bengaluru,Karnataka,40.35,73,62.07,11.92,55.53,52.58,17.79,Engineering
IR-E-C-45375,Indian Institute of Food Processing Technology (IIFPT)More Details,Thanjavur,Tamil Nadu,40.24,74,70.18,5.41,53.5,58.94,9.84,Engineering
IR-E-U-0493,National Institute of Technology AgartalaMore Details,Agratala,Tripura,39.98,75,57.69,21.55,48.22,55.37,10.27,Engineering
IR-E-C-6379,Netaji Subhas University of Technology (NSUT)More Details,South West,Delhi,39.97,76,49.6,22.68,62.41,44.55,13.6,Engineering
IR-E-U-0620,National Institute of Technology GoaMore Details,Ponda,Goa,39.93,77,57.39,18.33,52.11,56.77,11.13,Engineering
IR-E-U-0201,Shri Mata Vaishno Devi UniversityMore Details,Katra,Jammu and Kashmir,39.68,78,69.41,18.63,41.79,48.0,1.1,Engineering
IR-E-U-0207,National Institute of Technology JamshedpurMore Details,Jamshedpur,Jharkhand,39.44,79,56.64,12.85,64.87,45.15,11.13,Engineering
IR-E-U-0460,Karunya Institute of Technology and SciencesMore Details,Coimbatore,Tamil Nadu,39.4,80,56.5,20.5,50.75,54.83,6.65,Engineering
IR-E-U-0286,Indian Institute of Information Technology Design & Manufacturing JabalpurMore Details,Jabalpur,Madhya Pradesh,39.29,81,45.42,30.89,59.4,43.47,1.63,Engineering
IR-E-C-36926,Kumaraguru College of TechnologyMore Details,Coimbatore,Tamil Nadu,39.24,82,63.11,11.35,54.41,45.37,14.79,Engineering
IR-E-C-36995,Sri Krishna College of Engineering and TechnologyMore Details,Coimbatore,Tamil Nadu,38.83,83,62.69,4.26,63.05,48.54,12.79,Engineering
IR-E-U-0747,Chandigarh UniversityMore Details,Mohali,Punjab,38.82,84,64.38,4.74,51.98,74.73,2.16,Engineering
IR-E-C-43708,College of Engineering TrivandrumMore Details,Thiruvananthapuram,Kerala,38.68,85,59.37,10.39,55.58,49.98,16.31,Engineering
IR-E-U-0099,Guru Gobind Singh Indraprastha UniversityMore Details,New Delhi,Delhi,38.61,86,46.4,32.31,49.33,47.61,3.71,Engineering
IR-E-U-0379,Lovely Professional UniversityMore Details,Phagwara,Punjab,38.44,87,58.12,15.2,48.55,65.11,2.16,Engineering
IR-E-C-27616,University College of EngineeringMore Details,Hyderabad,Telangana,38.43,88,60.88,4.28,65.2,53.66,4.72,Engineering
IR-E-U-0555,Graphic Era UniversityMore Details,Dehradun,Uttarakhand,38.32,89,58.7,12.89,48.0,58.38,14.0,Engineering
IR-E-C-36969,Coimbatore Institute of TechnologyMore Details,Coimbatore,Tamil Nadu,38.24,90,64.87,6.88,45.81,48.63,26.86,Engineering
IR-E-C-1297,Siddaganga Institute of TechnologyMore Details,Tumkur,Karnataka,38.23,91,60.33,13.44,54.58,50.17,1.63,Engineering
IR-E-U-0072,National Institute of Technology PatnaMore Details,Patna,Bihar,38.21,92,52.49,16.6,59.09,43.42,13.2,Engineering
IR-E-C-30045,C.V. Raman Global University More Details,Bhubaneswar,Odisha,37.94,93,59.49,5.07,58.7,57.65,10.7,Engineering
IR-E-U-0733,PES UniversityMore Details,Bengaluru,Karnataka,37.94,93,57.56,12.2,55.31,49.22,10.27,Engineering
IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and TechnologyMore Details,Chennai,Tamil Nadu,37.86,95,57.7,24.09,36.36,59.88,0.55,Engineering
IR-E-U-0522,Jaypee Institute of Information TechnologyMore Details,Noida,Uttar Pradesh,37.8,96,50.85,19.39,53.38,50.64,9.84,Engineering
IR-E-C-18154,University College of EngineeringMore Details,Kakinada,Andhra Pradesh,37.77,97,58.25,10.41,59.54,50.97,1.63,Engineering
IR-E-U-0189,National Institute of Technology HamirpurMore Details,Hamirpur,Himachal Pradesh,37.73,98,45.32,22.62,60.94,45.84,5.69,Engineering
IR-E-C-35417,Bharati Vidyapeeth Deemed University College of EngineeringMore Details,Pune,Maharashtra,37.71,99,54.62,3.35,65.4,66.06,6.18,Engineering
IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and ManagementMore Details,Gwalior,Madhya Pradesh,37.6,100,45.99,17.51,62.35,53.2,7.59,Engineering
IR-E-C-27058,Mepco Schlenk Engineering CollegeMore Details,Sivakasi,Tamil Nadu,37.52,101,49.72,18.31,52.51,47.18,18.86,Engineering
IR-E-U-0507,Dayalbagh Educational InstituteMore Details,Agra,Uttar Pradesh,37.51,102,61.29,7.89,52.51,53.47,8.95,Engineering
IR-E-U-0516,Indian Institute of Information Technology AllahabadMore Details,Prayagraj (Allahabad),Uttar Pradesh,37.41,103,42.8,15.69,68.87,44.19,16.69,Engineering
IR-E-U-0382,Punjab Technical UniversityMore Details,Kapurthala,Punjab,37.1,104,68.53,31.0,13.06,43.6,2.69,Engineering
IR-E-C-36975,Government College of TechnologyMore Details,Coimbatore,Tamil Nadu,37.1,104,53.25,9.94,51.64,53.9,24.15,Engineering
IR-E-C-16626,Rajalakshmi Engineering CollegeMore Details,Chennai,Tamil Nadu,37.01,106,62.19,4.51,57.76,51.77,2.69,Engineering
IR-E-U-0454,Hindustan Institute of Technology and Science (HITS)More Details,Chennai,Tamil Nadu,36.98,107,59.79,11.96,46.62,56.11,5.21,Engineering
IR-E-C-16547,Sri Sairam Engineering CollegeMore Details,Kancheepuram,Tamil Nadu,36.91,108,57.03,6.36,58.74,58.23,3.2,Engineering
IR-E-C-42054,Army Institute of TechnologyMore Details,Pune,Maharashtra,36.85,109,54.68,2.33,64.18,62.39,6.65,Engineering
IR-E-U-0163,The Northcap UniversityMore Details,Gurgaon,Haryana,36.84,110,54.88,13.94,56.91,48.16,0.0,Engineering
IR-E-U-0130,Dhirubhai Ambani Institute of Information and Communication TechnologyMore Details,Gandhinagar,Gujarat,36.8,111,47.25,10.86,68.33,49.81,7.12,Engineering
IR-E-U-0190,Shoolini University of Biotechnology and Management SciencesMore Details,Solan,Himachal Pradesh,36.72,112,53.75,22.22,46.02,47.26,0.0,Engineering
IR-E-C-18886,Shri Ramdeobaba College of Engineering and ManagementMore Details,Nagpur,Maharashtra,36.62,113,60.35,5.29,56.88,51.33,4.22,Engineering
IR-E-C-1371,New Horizon College of EngineeringMore Details,Bengaluru,Karnataka,36.6,114,55.94,5.26,63.07,55.65,0.55,Engineering
IR-E-U-0186,Jaypee University of Information TechnologyMore Details,Solan,Himachal Pradesh,36.55,115,48.53,18.76,54.81,46.44,7.59,Engineering
IR-E-U-0143,Maharaja Sayajirao University of BarodaMore Details,Vadodara,Gujarat,36.54,116,57.31,13.41,51.16,47.33,3.71,Engineering
IR-E-U-0223,Jain UniversityMore Details,Bengluru,Karnataka,36.49,117,49.08,23.49,46.44,53.2,1.1,Engineering
IR-E-U-0043,"Vignan's Foundation for Science, Technology & ResearchMore Details",Guntur,Andhra Pradesh,36.28,118,59.21,8.03,49.36,57.2,5.21,Engineering
IR-E-U-0367,Veer Surendra Sai University of TechnologyMore Details,Burla,Odisha,36.13,119,51.53,19.97,47.54,46.54,5.21,Engineering
IR-E-U-0175,YMCA University of Science and TechnologyMore Details,Faridabad,Haryana,35.91,120,60.17,6.39,55.19,47.37,1.63,Engineering
IR-E-S-8898,"National Institute of Food Technology, Enterprenurship & ManagementMore Details",Sonipat,Haryana,35.65,121,53.96,3.72,59.1,64.06,1.1,Engineering
IR-E-C-6581,Pondicherry Engineering CollegeMore Details,Puducherry,Pondicherry,35.49,122,55.46,15.73,43.96,40.61,12.79,Engineering
IR-E-U-0445,B. S. Abdur Rahman Crescent Institute of Science and TechnologyMore Details,Chennai,Tamil Nadu,35.41,123,62.25,8.72,45.67,45.18,4.72,Engineering
IR-E-C-25622,Chaitanya Bharathi Institute of TechnologyMore Details,Hyderabad,Telangana,35.32,124,57.82,2.01,57.52,50.22,8.5,Engineering
IR-E-C-33773,Bharatiya Vidya Bhavan`s Sardar Patel Institute of TechnologyMore Details,Mumbai,Maharashtra,35.27,125,53.58,7.74,59.93,46.69,2.16,Engineering
IR-E-C-1413,Dayananda Sagar College of EngineeringMore Details,Bengaluru,Karnataka,35.11,126,51.56,6.69,57.99,54.63,5.69,Engineering
IR-E-C-19667,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and TechnologyMore Details,Hyderabad,Telangana,34.99,127,62.78,6.38,44.97,50.33,2.16,Engineering
IR-E-C-1352,Nitte Meenakshi Institute of TechnologyMore Details,Bengaluru,Karnataka,34.97,128,58.44,6.1,49.4,53.09,4.22,Engineering
IR-E-U-0774,DIT UniversityMore Details,Dehradun,Uttarakhand,34.93,129,58.78,7.54,43.77,59.09,3.71,Engineering
IR-E-U-0621,National Institute of Technology PuducherryMore Details,Karaikal,Pondicherry,34.87,130,54.57,3.41,54.45,58.82,7.12,Engineering
IR-E-U-0146,Nirma UniversityMore Details,Ahmedabad,Gujarat,34.85,131,53.9,10.82,50.6,46.14,7.12,Engineering
IR-E-C-1412,JSS Science and Technology University More Details,Mysuru,Karnataka,34.81,132,55.76,3.86,54.88,51.44,8.05,Engineering
IR-E-C-1400,N M A M Institute of TechnologyMore Details,"Nitte, Udupi",Karnataka,34.73,133,58.73,5.43,50.17,48.85,5.69,Engineering
IR-E-U-0535,Rajiv Gandhi Institute of Petroleum TechnologyMore Details,Amethi,Uttar Pradesh,34.59,134,56.16,7.55,56.28,42.16,0.0,Engineering
IR-E-C-37065,Kongu Engineering CollegeMore Details,Perundurai,Tamil Nadu,34.45,135,58.13,5.76,46.86,44.25,14.79,Engineering
IR-E-U-0854,KLE Technological UniversityMore Details,Dharwad,Karnataka,34.34,136,56.85,8.11,48.85,49.29,1.63,Engineering
IR-E-U-0384,Sant Longowal Institute of Engineering & TechnologyMore Details,Longowal,Punjab,34.27,137,59.28,17.63,27.04,55.09,2.69,Engineering
IR-E-U-0938,Dr. Vishwanath Karad MIT World Peace UniversityMore Details,Pune,Maharashtra,34.17,138,60.56,4.32,47.57,48.17,3.71,Engineering
IR-E-C-18817,G. H. Raisoni College of EngineeringMore Details,Nagpur,Maharashtra,34.07,139,46.65,9.68,61.0,49.25,0.55,Engineering
IR-E-C-18254,Yeshwantrao Chavan College of EngineeringMore Details,Nagpur,Maharashtra,34.07,139,51.75,8.58,53.65,52.42,0.0,Engineering
IR-E-C-19607,CVR College Of EngineeringMore Details,Ibrahimpatan,Telangana,33.87,141,57.68,1.21,54.84,51.32,1.1,Engineering
IR-E-C-37089,Sri Ramakrishna Engineering CollegeMore Details,Coimbatore,Tamil Nadu,33.79,142,54.46,5.15,53.3,46.28,6.18,Engineering
IR-E-C-19650,Vardhaman College of EngineeringMore Details,Rangareddy,Telangana,33.75,143,57.23,4.18,52.41,48.49,0.0,Engineering
IR-E-U-0332,The Rashtrasant Tukadoji Maharaj Nagpur UniversityMore Details,Nagpur,Maharashtra,33.68,144,41.84,24.72,48.59,39.99,0.0,Engineering
IR-E-U-0046,North Eastern Regional Institute of Science & TechnologyMore Details,Itanagar,Arunachal Pradesh,33.67,145,64.04,9.76,33.3,43.05,5.69,Engineering
IR-E-U-0685,Indira Gandhi Delhi Technical University for WomenMore Details,Delhi,Delhi,33.67,145,42.33,8.13,63.06,53.96,5.21,Engineering
IR-E-C-1345,P E S College of EngineeringMore Details,Mandya,Karnataka,33.65,147,59.25,0.71,51.11,54.45,0.0,Engineering
IR-E-C-43264,National Institute of Foundry and Forge Technology (NIFFT)More Details,Ranchi,Jharkhand,33.57,148,54.46,2.27,58.68,41.41,6.65,Engineering
IR-E-I-1441,Saveetha Institute of Medical and Technical SciencesMore Details,Chennai,Tamil Nadu,33.55,149,49.09,12.43,41.93,66.36,0.55,Engineering
IR-E-C-37028,Sona College of TechnologyMore Details,Salem,Tamil Nadu,33.53,150,53.05,6.12,52.87,46.82,5.21,Engineering
IR-E-N-10,SVKM`s Narsee Monjee Institute of Management Studies More Details,Mumbai,Maharashtra,33.5,151,56.06,5.17,48.62,51.89,2.16,Engineering
IR-E-C-37064,Sri Krishna College of TechnologyMore Details,Coimbatore,Tamil Nadu,33.43,152,51.06,4.37,58.86,46.6,3.71,Engineering
IR-E-U-0037,Sri Venkateswara UniversityMore Details,Tirupati,Andhra Pradesh,33.29,153,42.43,27.73,38.0,42.67,3.71,Engineering
IR-E-C-6202,Heritage Institute of TechnologyMore Details,Kolkata,West Bengal,33.27,154,52.26,4.9,50.4,54.15,6.18,Engineering
IR-E-C-16614,R. M. K. Engineering CollegeMore Details,Thiruvallur,Tamil Nadu,33.24,155,54.27,2.25,54.24,53.21,1.1,Engineering
IR-E-C-18010,Velagapudi Ramakrishna Siddhartha Engineering CollegeMore Details,Vijayawada,Andhra Pradesh,33.13,156,55.02,5.36,47.11,53.23,2.69,Engineering
IR-E-U-0592,Maulana Abul Kalam Azad University of TechnologyMore Details,Nadia,West Bengal,33.07,157,41.49,16.75,52.96,47.42,2.69,Engineering
IR-E-U-0613,National Institute of Technology ManipurMore Details,Imphal,Manipur,33.02,158,54.89,8.29,42.86,53.25,1.63,Engineering
IR-E-U-0213,Alliance UniversityMore Details,Bengaluru,Karnataka,33.0,159,47.89,1.88,63.26,53.12,1.1,Engineering
IR-E-C-16537,St. Josephs College of EngineeringMore Details,Kancheepuram,Tamil Nadu,32.95,160,53.65,6.81,52.88,42.44,0.0,Engineering
IR-E-C-19754,SR Engineering College More Details,Warangal,Telangana,32.95,160,62.29,1.91,31.2,62.13,12.38,Engineering
IR-E-U-0604,Amity University GwaliorMore Details,Gwalior,Madhya Pradesh,32.88,162,56.79,1.4,54.03,46.1,0.0,Engineering
IR-E-C-6238,Haldia Institute of TechnologyMore Details,Haldia,West Bengal,32.83,163,49.15,6.8,50.2,55.8,4.22,Engineering
IR-E-C-8277,Government Engineering CollegeMore Details,Thrissur,Kerala,32.81,164,57.13,2.86,49.94,45.99,2.16,Engineering
IR-E-I-1015,Vishwakarma Institute of TechnologyMore Details,Pune,Maharashtra,32.72,165,47.21,6.45,59.26,44.53,3.2,Engineering
IR-E-U-0864,Harcourt Butler Technical UniversityMore Details,Kanpur Nagar,Uttar Pradesh,32.69,166,59.15,2.31,46.82,42.34,6.65,Engineering
IR-E-U-0564,University of Petroleum and Energy StudiesMore Details,Dehradun,Uttarakhand,32.51,167,48.86,14.26,39.13,53.15,4.22,Engineering
IR-E-C-11015,Walchand College of EngineeringMore Details,Sangli,Maharashtra,32.39,168,50.11,4.15,54.99,47.43,3.71,Engineering
IR-E-C-1336,BMS Institute of Technology & ManagementMore Details,Bengaluru,Karnataka,32.36,169,48.02,4.04,51.43,53.36,11.13,Engineering
IR-E-C-19706,Institute of Aeronautical EngineeringMore Details,Hyderabad,Telangana,32.26,170,50.61,7.28,45.04,54.16,4.72,Engineering
IR-E-C-33584,K. J. Somaiya College of EngineeringMore Details,Mumbai,Maharashtra,32.25,171,51.95,2.84,59.03,39.37,0.55,Engineering
IR-E-C-19534,Goka Raju Ranga Raju Institute of Engineering & TechnologyMore Details,Hyderabad,Telangana,32.24,172,53.11,2.72,52.44,48.87,1.1,Engineering
IR-E-C-42242,Maharshi Karve Stree Shikshan Samstha's Cummins College of Engineering for WomenMore Details,Pune,Maharashtra,32.23,173,50.8,2.95,52.51,53.89,2.16,Engineering
IR-E-U-0169,ManavRachna International Institute of Research & StudiesMore Details,Faridabad,Haryana,32.21,174,51.95,4.1,51.73,49.28,1.1,Engineering
IR-E-C-1438,The National Institute of EngineeringMore Details,Mysore,Karnataka,32.17,175,51.97,2.65,51.05,50.57,5.21,Engineering
IR-E-C-16572,Sri Venkateswara College of EngineeringMore Details,Kancheepuram,Tamil Nadu,32.12,176,56.18,4.91,48.74,38.31,2.16,Engineering
IR-E-U-0147,Pandit Deendayal Petroleum UniversityMore Details,Gandhinagar,Gujarat,32.08,177,49.08,11.97,50.34,33.8,3.2,Engineering
IR-E-C-9462,"School of Engineering, Cochin University of Science and TechnologyMore Details",Cochin,Kerala,32.04,178,50.08,14.19,38.55,44.77,5.69,Engineering
IR-E-C-30153,"Silicon Institute of Technology (SIT), BhubaneswarMore Details",Bhubaneswar,Odisha,32.0,179,52.9,2.66,47.2,56.2,2.69,Engineering
