Institute ID,Name,City,State,Score,Rank,TLR (100),RPC (100),GO (100),OI (100),PERCEPTION (100),Category
IR-E-C-19747,Anurag Group of InstitutionsMore Details,Hyderabad,Telangana,31.74,180,56.55,1.44,43.97,54.98,0.55,Engineering
IR-E-U-0373,Chitkara UniversityMore Details,Rajpura,Punjab,31.72,181,48.34,7.56,47.86,53.83,0.0,Engineering
IR-E-U-0455,"Indian Institute of Information Technology, Design & ManufacturingMore Details",Chennai,Tamil Nadu,31.63,182,35.51,7.8,57.62,53.05,18.15,Engineering
IR-E-U-0739,Madan Mohan Malaviya University of TechnologyMore Details,Gorakhpur,Uttar Pradesh,31.6,183,47.49,15.84,44.1,35.1,2.69,Engineering
IR-E-C-26929,Sree Vidyanikethan Engineering CollegeMore Details,A.Rangampet,Andhra Pradesh,31.54,184,54.06,1.24,50.93,47.58,0.0,Engineering
IR-E-C-26928,JNTUA College of EngineeringMore Details,Anantapur,Andhra Pradesh,31.52,185,55.12,3.96,48.19,36.84,4.72,Engineering
IR-E-C-1398,BNM Institute of TechnologyMore Details,Bengaluru,Karnataka,31.48,186,55.66,1.11,46.87,50.8,0.0,Engineering
IR-E-C-26162,Vasavi College of EngineeringMore Details,Hyderabad,Telangana,31.46,187,48.8,0.75,56.58,50.47,2.16,Engineering
IR-E-C-17913,Gayatri Vidya Parishad College of EngineeringMore Details,Visakhapatnam,Andhra Pradesh,31.38,188,54.28,1.69,45.48,48.12,6.65,Engineering
IR-E-C-27089,National Engineering CollegeMore Details,Kovilpatti,Tamil Nadu,31.36,189,53.98,5.99,42.9,46.85,1.1,Engineering
IR-E-C-26905,G.Pulla Reddy Engineering CollegeMore Details,Kurnool,Andhra Pradesh,31.35,190,53.11,1.15,48.27,51.6,2.69,Engineering
IR-E-C-6192,Institute of Engineering & ManagementMore Details,Kolkata,West Bengal,31.33,191,43.74,7.8,51.73,52.96,2.16,Engineering
IR-E-C-16476,Sri Sai Ram Institute of TechnologyMore Details,Chennai,Tamil Nadu,31.32,192,48.89,2.8,54.08,47.67,2.16,Engineering
IR-E-U-0129,Dharmsinh Desai UniversityMore Details,Nadiad,Gujarat,31.29,193,49.4,2.29,59.12,36.87,2.69,Engineering
IR-E-U-0405,The LNM Institute of Information TechnologyMore Details,Jaipur,Rajasthan,31.24,194,41.95,12.14,53.25,43.08,0.55,Engineering
IR-E-U-0162,Guru Jambheshwar University of Science and TechnologyMore Details,Hisar,Haryana,31.23,195,41.05,13.82,51.92,40.13,3.71,Engineering
IR-E-C-42227,Dr. D. Y. Patil Institute of TechnologyMore Details,Pune,Maharashtra,31.15,196,49.69,1.66,53.63,48.5,1.63,Engineering
IR-E-C-49660,Pimpri Chinchwad College of EngineeringMore Details,Pune,Maharashtra,31.13,197,46.11,7.36,50.73,48.76,0.55,Engineering
IR-E-C-34167,Ramrao Adik Institute of TechnologyMore Details,Navi Mumbai,Maharashtra,31.11,198,53.6,3.82,45.75,47.25,0.0,Engineering
IR-E-C-48145,BVRIT HyderabadMore Details,Hyderabad,Telangana,31.1,199,49.16,0.46,53.74,52.98,1.63,Engineering
IR-E-U-0615,National Institute of Technology Arunachal PradeshMore Details,Itanagar,Arunachal Pradesh,31.09,200,50.56,9.06,39.36,46.21,7.12,Engineering
IR-L-U-0238,National Law School of India UniversityMore Details,Bengaluru,Karnataka,78.66,1,84.3,41.07,85.13,75.03,100.0,Law
IR-L-U-0111,National Law UniversityMore Details,New Delhi,Delhi,74.02,2,90.73,45.21,67.77,74.67,65.36,Law
IR-L-N-18,Nalsar University of LawMore Details,Hyderabad,Telangana,73.12,3,83.28,39.74,77.73,73.22,70.96,Law
IR-L-U-0573,Indian Institute of Technology KharagpurMore Details,Kharagpur,West Bengal,71.44,4,81.0,73.78,69.16,67.68,39.07,Law
IR-L-U-0414,National Law UniversityMore Details,Jodhpur,Rajasthan,64.29,5,74.48,26.85,78.05,65.16,44.35,Law
IR-L-U-0585,The West Bengal National University of Juridicial SciencesMore Details,Kolkata,West Bengal,63.32,6,70.52,35.19,68.59,69.75,57.09,Law
IR-L-U-0134,Gujarat National Law UniversityMore Details,Gandhinagar,Gujarat,60.78,7,69.67,35.83,68.56,67.92,36.15,Law
IR-L-C-19328,Symbiosis Law SchoolMore Details,Pune,Maharashtra,59.54,8,72.0,16.72,67.48,77.47,36.15,Law
IR-L-U-0108,Jamia Millia IslamiaMore Details,New Delhi,Delhi,57.93,9,59.24,35.0,72.2,76.31,33.01,Law
IR-L-U-0386,The Rajiv Gandhi National University of LawMore Details,Patiala,Punjab,54.19,10,62.14,29.23,59.13,72.22,29.62,Law
IR-L-U-0511,Dr. Ram Manohar Lohiya National Law UniversityMore Details,Lucknow,Uttar Pradesh,53.57,11,62.79,2.46,78.65,48.12,36.15,Law
IR-L-U-0356,Kalinga Institute of Industrial TechnologyMore Details,Bhubaneswar,Odisha,52.83,12,76.11,27.06,39.66,71.84,12.36,Law
IR-L-U-0496,Aligarh Muslim UniversityMore Details,Aligarh,Uttar Pradesh,52.28,13,46.95,26.48,91.05,34.7,33.01,Law
IR-L-U-0358,National Law UniversityMore Details,Cuttack,Odisha,51.94,14,63.82,22.69,49.13,60.51,46.76,Law
IR-L-U-0078,Panjab UniversityMore Details,Chandigarh,Chandigarh,51.11,15,54.42,29.6,60.5,71.8,25.93,Law
IR-L-U-0677,National Law University and Judicial AcademyMore Details,Kamrup,Assam,49.9,16,70.55,22.57,37.44,67.42,21.88,Law
IR-L-U-0285,"National Law Institute University, BhopalMore Details",Bhopal,Madhya Pradesh,49.6,17,54.39,24.98,58.53,55.54,39.07,Law
IR-L-U-0103,Indian Law InstituteMore Details,New Delhi,Delhi,49.44,18,52.36,15.06,57.02,59.29,60.6,Law
IR-L-U-0500,Banaras Hindu UniversityMore Details,Varanasi,Uttar Pradesh,49.17,19,50.08,24.79,70.81,35.39,41.79,Law
IR-L-U-0217,Christ UniversityMore Details,Bengaluru,Karnataka,48.01,20,50.51,18.36,54.32,65.82,49.04,Law
IR-M-S-8890,Indian Institute of Management AhmedabadMore Details,Ahmedabad,Gujarat,82.75,1,92.87,63.06,98.46,66.78,95.99,Management
IR-M-S-8903,Indian Institute of Management BangaloreMore Details,Bengaluru,Karnataka,81.32,2,91.46,57.43,98.48,69.45,100.0,Management
IR-M-S-8972,Indian Institute of Management CalcuttaMore Details,Kolkata,West Bengal,80.39,3,90.68,56.79,97.18,71.85,95.26,Management
IR-M-S-8959,Indian Institute of Management LucknowMore Details,Lucknow,Uttar Pradesh,73.85,4,86.93,48.58,93.71,71.35,73.17,Management
IR-M-U-0573,Indian Institute of Technology KharagpurMore Details,Kharagpur,West Bengal,70.43,5,63.67,72.34,89.66,68.45,48.63,Management
IR-M-S-8909,Indian Institute of Management KozhikodeMore Details,Kozhikode,Kerala,69.96,6,81.27,44.07,94.41,63.24,71.63,Management
IR-M-S-8918,Indian Institute of Management IndoreMore Details,Indore,Madhya Pradesh,69.04,7,83.18,43.42,93.74,67.49,55.67,Management
IR-M-I-1074,Indian Institute of Technology DelhiMore Details,New Delhi,Delhi,67.19,8,58.85,72.08,81.33,62.55,53.97,Management
IR-M-S-132,Xavier Labour Relations Institute (XLRI)More Details,Jamshedpur,Jharkhand,67.11,9,87.81,31.6,98.15,64.0,52.64,Management
IR-M-I-1170,Management Development InstituteMore Details,Gurugram,Haryana,65.95,10,79.56,46.04,94.54,69.12,24.51,Management
IR-M-U-0306,Indian Institute of Technology BombayMore Details,Mumbai,Maharashtra,65.76,11,74.93,51.74,86.46,59.65,45.02,Management
IR-M-U-0560,Indian Institute of Technology RoorkeeMore Details,Roorkee,Uttarakhand,62.87,12,56.75,75.17,76.86,59.0,20.34,Management
IR-M-S-8931,National Institute of Industrial EngineeringMore Details,Mumbai,Maharashtra,62.87,12,77.51,43.86,92.77,66.83,12.3,Management
IR-M-U-0456,Indian Institute of Technology MadrasMore Details,Chennai,Tamil Nadu,61.77,14,67.19,48.9,79.17,59.09,51.96,Management
IR-M-S-8948,Indian Institute of Management TiruchirappalliMore Details,Tiruchirappalli,Tamil Nadu,60.79,15,77.93,23.77,89.15,65.37,59.08,Management
IR-M-I-1075,Indian Institute of Technology KanpurMore Details,Kanpur,Uttar Pradesh,60.53,16,70.79,49.79,79.81,58.94,24.95,Management
IR-M-S-8942,Indian Institute of Management UdaipurMore Details,Udaipur,Rajasthan,59.57,17,82.11,30.12,84.23,69.23,21.3,Management
IR-M-I-1044,S. P. Jain Institute of Management and ResearchMore Details,Mumbai,Maharashtra,56.93,18,73.32,21.8,97.99,71.12,16.78,Management
IR-M-S-8868,Indian Institute of Management RaipurMore Details,Raipur,Chhattisgarh,56.12,19,70.51,28.83,90.07,67.91,15.15,Management
IR-M-S-8904,Indian Institute of Management RanchiMore Details,Ranchi,Jharkhand,55.97,20,70.4,18.91,92.07,68.82,38.92,Management
IR-M-S-8895,Indian Institute of Management RohtakMore Details,Rohtak,Haryana,55.91,21,63.8,32.83,88.68,71.99,19.85,Management
IR-M-C-19343,Symbiosis Institute of Business ManagementMore Details,Pune,Maharashtra,55.82,22,79.78,14.76,94.56,66.62,18.85,Management
IR-M-N-16,Great Lakes Institute of ManagementMore Details,Chennai,Tamil Nadu,55.8,23,83.89,16.46,84.14,68.75,19.85,Management
IR-M-N-10,SVKM`s Narsee Monjee Institute of Management Studies More Details,Mumbai,Maharashtra,55.44,24,77.88,18.05,90.2,69.48,16.78,Management
IR-M-U-0012,ICFAI Foundation for Higher EducationMore Details,Hyderabad,Telangana,55.21,25,70.7,34.08,72.38,76.2,16.78,Management
IR-M-U-0102,Indian Institute of Foreign TradeMore Details,New Delhi,Delhi,55.01,26,74.9,18.22,86.23,58.0,40.15,Management
IR-M-S-156,T. A. Pai Management InstituteMore Details,Manipal,Karnataka,54.85,27,71.19,23.44,85.65,69.71,23.62,Management
IR-M-I-1064,International Management InstituteMore Details,New Delhi,Delhi,54.65,28,70.75,27.85,85.77,66.38,12.88,Management
IR-M-U-0205,Indian Institute of Technology (Indian School of Mines)More Details,Dhanbad,Jharkhand,53.71,29,72.92,44.32,53.02,56.63,22.71,Management
IR-M-S-8937,Indian Institute of Management ShillongMore Details,Shillong,Meghalaya,53.56,30,72.49,12.46,91.82,58.51,38.61,Management
IR-M-N-354,Xavier Institute of Management (XIMB)More Details,Bhubaneswar,Odisha,52.55,31,67.49,18.62,91.76,52.95,30.66,Management
IR-M-U-0356,Kalinga Institute of Industrial TechnologyMore Details,Bhubaneswar,Odisha,52.15,32,72.68,17.87,77.97,74.64,19.35,Management
IR-M-S-8967,Indian Institute of Management KashipurMore Details,Kashipur,Uttarakhand,52.07,33,67.09,24.88,84.06,60.48,16.24,Management
IR-M-U-0108,Jamia Millia IslamiaMore Details,New Delhi,Delhi,51.41,34,65.78,27.65,75.45,73.76,9.23,Management
IR-M-U-0467,National Institute of Technology TiruchirappalliMore Details,Tiruchirappalli,Tamil Nadu,50.49,35,47.47,40.13,75.43,66.73,24.51,Management
IR-M-U-0500,Banaras Hindu UniversityMore Details,Varanasi,Uttar Pradesh,49.51,36,65.41,20.94,77.96,59.88,20.34,Management
IR-M-S-394,Institute of Management TechnologyMore Details,Ghaziabad,Uttar Pradesh,48.27,37,65.0,19.31,78.25,62.15,11.1,Management
IR-M-U-0735,BML Munjal UniversityMore Details,Gurgaon,Haryana,48.27,37,69.74,19.34,75.13,64.43,0.79,Management
IR-M-U-0213,Alliance UniversityMore Details,Bengaluru,Karnataka,47.47,39,70.01,9.44,81.67,65.23,7.93,Management
IR-M-S-15962,Indian Institute of ManagementMore Details,Nagpur,Maharashtra,47.38,40,66.35,3.15,86.44,63.33,29.1,Management
IR-M-U-0497,Amity University NoidaMore Details,Gautam Budh Nagar,Uttar Pradesh,47.35,41,65.72,32.47,51.86,64.14,11.1,Management
IR-M-U-0078,Panjab UniversityMore Details,Chandigarh,Chandigarh,47.22,42,64.89,19.59,74.96,60.93,7.93,Management
IR-M-I-1066,FORE School of ManagementMore Details,New Delhi,Delhi,47.11,43,62.21,12.93,85.09,62.0,13.46,Management
IR-M-U-0146,Nirma UniversityMore Details,Ahmedabad,Gujarat,46.75,44,74.6,9.04,72.37,63.32,8.59,Management
IR-M-U-0496,Aligarh Muslim UniversityMore Details,Aligarh,Uttar Pradesh,46.71,45,61.42,28.82,69.89,47.94,8.59,Management
IR-M-C-37013,PSG College of TechnologyMore Details,Coimbatore,Tamil Nadu,46.69,46,61.69,17.06,74.98,51.94,28.71,Management
IR-M-S-354,Birla Institute of Management TechnologyMore Details,Greater Noida,Uttar Pradesh,46.65,47,65.03,9.69,81.75,70.85,7.93,Management
IR-M-S-87,Goa Institute of ManagementMore Details,Sanquelim,Goa,46.63,48,66.07,12.54,74.21,68.63,13.46,Management
IR-M-U-0379,Lovely Professional UniversityMore Details,Phagwara,Punjab,46.58,49,71.79,21.32,57.99,70.53,0.0,Management
IR-M-S-331,Loyola Institute of Business AdministrationMore Details,Chennai,Tamil Nadu,46.51,50,63.56,6.59,85.92,56.1,26.66,Management
IR-M-U-0747,Chandigarh UniversityMore Details,Mohali,Punjab,46.4,51,71.79,5.85,73.89,81.64,1.56,Management
IR-M-I-1408,International Management InstituteMore Details,Kolkata,West Bengal,46.22,52,69.83,9.6,75.77,63.17,9.23,Management
IR-M-I-1238,Institute for Financial Management and ResearchMore Details,"Sri City, Chittoor",Andhra Pradesh,46.16,53,63.66,7.36,84.69,73.93,5.22,Management
IR-M-I-1480,Thapar Institute of Engineering & TechnologyMore Details,Patiala,Punjab,46.14,54,62.21,35.18,53.86,58.48,3.06,Management
IR-M-U-0490,Vellore Institute of TechnologyMore Details,Vellore,Tamil Nadu,45.89,55,60.46,42.81,42.5,46.78,17.31,Management
IR-M-S-220,K. J. Somaiya Institute of Management Studies & ResearchMore Details,Mumbai,Maharashtra,45.5,56,68.65,4.55,84.19,60.3,6.6,Management
IR-M-U-0099,Guru Gobind Singh Indraprastha UniversityMore Details,New Delhi,Delhi,45.22,57,63.78,17.77,74.51,51.3,7.27,Management
IR-M-U-0202,Birla Institute of TechnologyMore Details,Ranchi,Jharkhand,45.13,58,61.28,22.12,56.88,58.95,28.31,Management
IR-M-U-0439,Anna UniversityMore Details,Chennai,Tamil Nadu,44.81,59,51.32,36.21,47.94,51.29,38.29,Management
IR-M-I-1048,Institute of Management TechnologyMore Details,Nagpur,Maharashtra,44.71,60,69.97,4.53,79.51,61.49,3.06,Management
IR-M-I-1132,Institute of Management TechnologyMore Details,Hyderabad,Telangana,44.38,61,66.22,6.65,72.17,70.31,10.48,Management
IR-M-I-1058,Indian Institute of Forest ManagementMore Details,Bhopal,Madhya Pradesh,44.26,62,70.7,6.76,70.23,63.05,6.6,Management
IR-M-I-1124,International Management InstituteMore Details,Bhubaneswar,Odisha,44.02,63,68.25,8.24,69.69,62.18,9.23,Management
IR-M-I-1156,Bharati Vidyapeeth?s Institute of Management and Entrepreneurship DevelopmentMore Details,Pune,Maharashtra,44.02,63,67.27,0.43,73.06,74.17,16.78,Management
IR-M-U-0851,IIHMR UNIVERSITYMore Details,Jaipur,Rajasthan,43.97,65,64.74,8.19,73.14,72.25,2.32,Management
IR-M-U-0564,University of Petroleum and Energy StudiesMore Details,Dehradun,Uttarakhand,43.73,66,70.42,17.99,53.68,62.32,2.32,Management
IR-M-C-32855,Jagan Institute of Management StudiesMore Details,Delhi,Delhi,43.45,67,64.57,4.71,79.07,67.76,0.79,Management
IR-M-C-34129,Principal L N Welingkar Institute of Management Development and Research More Details,Mumbai,Maharashtra,43.4,68,68.54,4.45,77.35,56.63,3.79,Management
IR-M-S-3283,Jaipuria Institute of ManagementMore Details,Noida,Uttar Pradesh,43.38,69,63.55,6.81,77.91,63.85,3.06,Management
IR-M-U-0020,Koneru Lakshmaiah Education Foundation UniversityMore Details,Vaddeswaram,Andhra Pradesh,43.3,70,74.06,6.77,58.93,68.82,3.79,Management
IR-M-U-0249,Visvesvaraya Technological UniversityMore Details,Belgaum,Karnataka,43.24,71,70.14,10.34,65.77,54.97,4.51,Management
IR-M-S-92,Institute of Rural Management AnandMore Details,Anand,Gujarat,42.7,72,54.41,10.55,81.69,53.54,15.15,Management
IR-M-S-419,Jaipuria Institute of ManagementMore Details,Lucknow,Uttar Pradesh,42.56,73,66.2,2.53,79.3,58.47,2.32,Management
IR-M-U-0147,Pandit Deendayal Petroleum UniversityMore Details,Gandhinagar,Gujarat,42.47,74,59.21,17.5,75.31,41.7,2.32,Management
IR-M-U-0373,Chitkara UniversityMore Details,Rajpura,Punjab,42.31,75,61.69,6.61,73.95,70.31,0.0,Management
IR-D-N-15,All India Institute of Medical SciencesMore Details,New Delhi,Delhi,90.69,1,92.69,96.57,83.25,72.56,100.0,Medical
IR-D-U-0079,Post Graduate Institute of Medical Education and ResearchMore Details,Chandigarh,Chandigarh,80.06,2,81.14,82.46,86.16,66.08,71.44,Medical
IR-D-C-45654,Christian Medical CollegeMore Details,Vellore,Tamil Nadu,73.56,3,82.96,46.37,97.02,64.2,89.35,Medical
IR-D-U-0236,National Institute of Mental Health & Neuro SciencesMore Details,Bangalore,Karnataka,71.35,4,87.05,59.18,78.39,58.07,59.8,Medical
IR-D-N-33,Sanjay Gandhi Postgraduate Institute of Medical SciencesMore Details,Lucknow,Uttar Pradesh,70.21,5,83.18,58.05,90.81,51.24,45.59,Medical
IR-D-U-0500,Banaras Hindu UniversityMore Details,Varanasi,Uttar Pradesh,64.72,6,72.09,52.73,89.09,57.44,37.07,Medical
IR-D-U-0436,Amrita Institute of Medical Sciences & ResearchMore Details,Kochi,Kerala,64.39,7,75.74,44.82,84.59,70.59,42.39,Medical
IR-D-U-0368,Jawaharlal Institute of Post Graduate Medical Education & ResearchMore Details,Puducherry,Pondicherry,63.17,8,75.64,38.35,71.93,69.55,76.32,Medical
IR-D-C-7242,Kasturba Medical CollegeMore Details,Manipal,Karnataka,62.84,9,67.41,39.78,84.42,72.01,66.14,Medical
IR-D-U-0523,King George`s Medical UniversityMore Details,Lucknow,Uttar Pradesh,62.2,10,74.03,44.22,90.23,43.53,43.21,Medical
IR-D-U-0106,Institute of Liver and Biliary SciencesMore Details,New Delhi,Delhi,61.58,11,88.82,34.6,77.57,58.31,32.06,Medical
IR-D-C-49008,Madras Medical College and Government General HospitalMore Details,Chennai,Tamil Nadu,58.84,12,72.68,17.49,98.06,55.61,66.14,Medical
IR-D-I-1486,Sri Ramachandra Institute of Higher Education And ResearchMore Details,Chennai,Tamil Nadu,57.9,13,72.29,27.29,83.3,66.91,46.73,Medical
IR-D-C-40453,St. John's Medical CollegeMore Details,Bengaluru,Karnataka,57.83,14,72.22,29.16,84.98,65.68,38.47,Medical
IR-D-U-0496,Aligarh Muslim UniversityMore Details,Aligarh,Uttar Pradesh,56.22,15,66.9,37.56,87.0,56.48,18.3,Medical
IR-D-C-32922,Vardhman Mahavir Medical College & Safdarjung HospitalMore Details,New Delhi,Delhi,56.12,16,74.25,25.25,89.28,59.03,25.12,Medical
IR-D-C-6414,Maulana Azad Medical CollegeMore Details,Delhi,Delhi,55.31,17,69.43,26.43,80.4,55.08,49.62,Medical
IR-D-C-29209,Christian Medical CollegeMore Details,Ludhiana,Punjab,55.01,18,74.87,20.34,85.79,65.89,26.97,Medical
IR-D-I-1409,University College of Medical SciencesMore Details,Delhi,Delhi,55.0,19,65.59,37.94,74.63,61.41,28.73,Medical
IR-D-C-35009,JSS Medical CollegeMore Details,Mysore,Karnataka,54.32,20,67.75,18.25,85.8,68.37,45.2,Medical
IR-D-C-7251,Kasturba Medical CollegeMore Details,Mangaluru,Karnataka,53.83,21,66.91,21.12,82.32,69.77,39.81,Medical
IR-D-U-0107,Jamia HamdardMore Details,New Delhi,Delhi,52.87,22,65.91,41.49,60.0,68.94,17.55,Medical
IR-D-U-0363,Siksha `O` AnusandhanMore Details,Bhubaneswar,Odisha,52.72,23,71.83,18.65,83.4,63.2,25.75,Medical
IR-D-I-1110,Dr. D. Y. Patil VidyapeethMore Details,Pune,Maharashtra,52.05,24,71.73,20.49,78.6,69.79,16.8,Medical
IR-D-C-29442,Govt. Medical College & HospitalMore Details,Chandigarh,Chandigarh,52.01,25,69.66,19.06,84.0,58.92,26.97,Medical
IR-D-C-29255,Dayanand Medical CollegeMore Details,Ludhiana,Punjab,51.74,26,77.05,15.27,87.32,53.0,12.77,Medical
IR-D-N-17,Sawai Man Singh Medical CollegeMore Details,Jaipur,Rajasthan,50.44,27,74.89,12.31,88.67,49.49,16.02,Medical
IR-D-C-45515,PSG Institute of Medical Sciences & ResearchMore Details,Coimbatore,Tamil Nadu,50.44,27,72.58,8.0,79.75,62.86,40.25,Medical
IR-D-U-0295,Datta Meghe Institute of Medical SciencesMore Details,Wardha,Maharashtra,50.21,29,70.47,15.11,82.59,68.35,11.91,Medical
IR-D-C-40345,M. S. Ramaiah Medical CollegeMore Details,Bengaluru,Karnataka,50.02,30,75.28,10.16,74.57,60.71,34.14,Medical
IR-D-U-0473,S. R. M. Institute of Science and TechnologyMore Details,Chennai,Tamil Nadu,49.06,31,68.9,28.13,61.8,59.9,16.02,Medical
IR-D-U-0356,Kalinga Institute of Industrial TechnologyMore Details,Bhubaneswar,Odisha,48.18,32,67.66,15.8,68.1,65.88,29.31,Medical
IR-D-U-0168,Maharishi MarkandeshwarMore Details,Ambala,Haryana,48.13,33,68.99,16.49,69.8,61.98,23.19,Medical
IR-D-I-1441,Saveetha Institute of Medical and Technical SciencesMore Details,Chennai,Tamil Nadu,46.49,34,69.69,20.51,58.0,66.4,11.91,Medical
IR-D-U-0443,Annamalai UniversityMore Details,Annamalainagar,Tamil Nadu,46.47,35,59.48,23.66,73.12,46.6,22.53,Medical
IR-D-C-19319,K. S. Hegde Medical AcademyMore Details,Mangaluru,Karnataka,46.31,36,69.62,7.71,67.45,69.19,26.97,Medical
IR-D-C-23033,Krishna Institute of Medical SciencesMore Details,Karad,Maharashtra,46.0,37,70.04,13.65,68.86,63.93,7.35,Medical
IR-D-U-0036,Sri Venkateswara Institute of Medical SciencesMore Details,Tirupati,Andhra Pradesh,45.93,38,69.83,6.74,78.12,52.19,21.17,Medical
IR-D-C-9435,Regional Institute of Medical SciencesMore Details,Imphal West,Manipur,45.93,38,66.34,7.88,76.22,59.17,25.12,Medical
IR-D-C-47762,Mahatma Gandhi Medical College and Research InstituteMore Details,Puducherry,Pondicherry,45.62,40,67.64,10.5,67.26,74.49,12.77,Medical
IR-O-U-0456,Indian Institute of Technology MadrasMore Details,Chennai,Tamil Nadu,85.31,1,81.86,90.67,88.26,62.78,96.16,Overall
IR-O-U-0220,Indian Institute of ScienceMore Details,Bengaluru,Karnataka,84.18,2,82.22,92.16,82.89,52.84,100.0,Overall
IR-O-I-1074,Indian Institute of Technology DelhiMore Details,New Delhi,Delhi,81.33,3,80.59,87.16,77.18,66.41,89.17,Overall
IR-O-U-0306,Indian Institute of Technology BombayMore Details,Mumbai,Maharashtra,80.75,4,79.32,86.46,82.48,54.14,90.97,Overall
IR-O-U-0573,Indian Institute of Technology KharagpurMore Details,Kharagpur,West Bengal,75.85,5,68.6,79.73,86.12,59.07,82.21,Overall
IR-O-I-1075,Indian Institute of Technology KanpurMore Details,Kanpur,Uttar Pradesh,74.99,6,75.64,74.76,81.87,55.61,79.43,Overall
IR-O-U-0053,Indian Institute of Technology GuwahatiMore Details,Guwahati,Assam,68.81,7,74.06,63.55,81.85,62.35,49.09,Overall
IR-O-U-0109,Jawaharlal Nehru UniversityMore Details,New Delhi,Delhi,68.76,8,74.98,44.8,100.0,75.1,53.19,Overall
IR-O-U-0560,Indian Institute of Technology RoorkeeMore Details,Roorkee,Uttarakhand,68.48,9,68.29,67.0,85.21,64.29,44.17,Overall
IR-O-U-0500,Banaras Hindu UniversityMore Details,Varanasi,Uttar Pradesh,62.03,10,70.91,44.89,85.65,58.76,42.84,Overall
