Institute ID,Name,City,State,Score,Rank,TLR (100),RPC (100),GO (100),OI (100),PERCEPTION (100),Category
IR-O-U-0570,Calcutta UniversityMore Details,Kolkata,West Bengal,61.01,11,59.26,48.58,91.03,61.66,42.84,Overall
IR-O-U-0575,Jadavpur UniversityMore Details,Kolkata,West Bengal,60.77,12,53.38,52.96,90.39,48.67,59.2,Overall
IR-O-U-0436,Amrita Vishwa VidyapeethamMore Details,Coimbatore,Tamil Nadu,60.74,13,69.65,52.11,73.66,65.83,29.04,Overall
IR-O-U-0234,Manipal Academy of Higher EducationMore Details,Manipal,Karnataka,59.96,14,75.44,42.62,75.36,66.21,28.5,Overall
IR-O-U-0042,University of HyderabadMore Details,Hyderabad,Telangana,59.92,15,71.15,42.93,81.18,54.01,40.46,Overall
IR-O-U-0108,Jamia Millia IslamiaMore Details,New Delhi,Delhi,59.85,16,71.35,38.3,88.52,73.05,19.43,Overall
IR-O-U-0013,Indian Institute of Technology HyderabadMore Details,Hyderabad,Telangana,59.59,17,69.97,48.99,66.96,58.36,46.7,Overall
IR-O-U-0120,University of DelhiMore Details,Delhi,Delhi,58.97,18,50.18,55.4,85.21,60.37,42.06,Overall
IR-O-U-0323,Savitribai Phule Pune UniversityMore Details,Pune,Maharashtra,58.77,19,67.66,45.48,85.36,56.22,21.41,Overall
IR-O-U-0439,Anna UniversityMore Details,Chennai,Tamil Nadu,58.1,20,56.0,48.61,77.49,52.37,59.85,Overall
IR-O-U-0447,Bharathiar UniversityMore Details,Coimbatore,Tamil Nadu,57.32,21,67.47,46.47,75.58,52.82,27.4,Overall
IR-O-U-0205,Indian Institute of Technology (Indian School of Mines)More Details,Dhanbad,Jharkhand,56.05,22,52.15,55.69,76.38,56.13,27.95,Overall
IR-O-U-0273,Indian Institute of Technology IndoreMore Details,Indore,Madhya Pradesh,55.94,23,69.47,47.56,69.7,58.93,10.0,Overall
IR-O-U-0467,National Institute of Technology TiruchirappalliMore Details,Tiruchirappalli,Tamil Nadu,55.92,24,60.37,40.88,71.62,64.09,48.08,Overall
IR-O-U-0305,Indian Institute of Science Education & Research PuneMore Details,Pune,Maharashtra,55.43,25,69.95,45.05,59.67,60.47,29.58,Overall
IR-O-U-0701,Indian Institute of Technology (BHU) VaranasiMore Details,Varanasi,Uttar Pradesh,54.82,26,63.03,42.97,67.68,57.09,37.73,Overall
IR-O-U-0391,Birla Institute of Technology & ScienceMore Details,Pilani,Rajasthan,54.13,27,62.76,40.72,72.48,60.97,24.81,Overall
IR-O-U-0490,Vellore Institute of TechnologyMore Details,Vellore,Tamil Nadu,53.89,28,48.71,54.82,67.26,58.15,35.72,Overall
IR-O-U-0572,Indian Institute of Science Education & Research KolkataMore Details,Mohanpur,West Bengal,53.49,29,68.86,38.92,64.94,54.55,27.12,Overall
IR-O-U-0304,Homi Bhabha National InstituteMore Details,Mumbai,Maharashtra,53.2,30,82.4,30.44,69.83,48.72,5.06,Overall
IR-O-U-0496,Aligarh Muslim UniversityMore Details,Aligarh,Uttar Pradesh,52.54,31,70.97,40.78,55.7,57.39,21.41,Overall
IR-O-U-0357,National Institute of Technology RourkelaMore Details,Rourkela,Odisha,51.87,32,56.48,48.96,67.16,48.68,19.43,Overall
IR-O-U-0237,National Institute of Technology KarnatakaMore Details,Surathkal,Karnataka,51.86,33,57.45,37.5,72.93,56.28,31.64,Overall
IR-O-U-0308,Institute of Chemical TechnologyMore Details,Mumbai,Maharashtra,51.7,34,51.99,48.02,75.33,46.08,20.1,Overall
IR-O-U-0139,Indian Institute of Technology GandhinagarMore Details,Gandhinagar,Gujarat,51.49,35,68.47,36.5,55.42,61.46,27.68,Overall
IR-O-U-0006,Andhra UniversityMore Details,Visakhapatnam,Andhra Pradesh,51.24,36,63.77,25.99,86.1,56.86,14.03,Overall
IR-O-U-0107,Jamia HamdardMore Details,New Delhi,Delhi,51.02,37,69.79,28.48,73.16,61.71,7.38,Overall
IR-O-U-0363,Siksha `O` AnusandhanMore Details,Bhubaneswar,Odisha,50.97,38,72.43,25.73,71.13,63.78,9.15,Overall
IR-O-U-0378,Indian Institute of Technology RoparMore Details,Rupnagar,Punjab,50.92,39,69.21,31.54,63.27,60.45,20.1,Overall
IR-O-U-0272,Indian Institute of Science Education & Research BhopalMore Details,Bhopal,Madhya Pradesh,50.83,40,68.07,30.91,65.25,70.48,10.42,Overall
IR-O-I-1357,University of MadrasMore Details,Chennai,Tamil Nadu,50.76,41,65.37,33.16,68.21,55.23,20.43,Overall
IR-O-U-0260,Kerala UniversityMore Details,Thiruvananthapuram,Kerala,50.71,42,73.76,19.03,86.0,51.56,5.06,Overall
IR-O-U-0584,Indian Institute of Engineering Science and TechnologyMore Details,Shibpur,West Bengal,50.41,43,58.92,38.96,65.97,46.0,32.64,Overall
IR-O-U-0078,Panjab UniversityMore Details,Chandigarh,Chandigarh,50.24,44,50.08,42.83,71.27,54.9,26.27,Overall
IR-O-U-0356,Kalinga Institute of Industrial TechnologyMore Details,Bhubaneswar,Odisha,50.24,44,67.82,22.59,72.25,76.16,10.42,Overall
IR-O-U-0025,National Institute of Technology WarangalMore Details,Warangal,Telangana,49.82,46,61.97,30.19,68.87,59.82,24.21,Overall
IR-O-U-0235,Mysore UniversityMore Details,Mysuru,Karnataka,49.75,47,62.99,19.55,92.51,54.45,10.42,Overall
IR-O-U-0476,Shanmugha Arts Science Technology & Research AcademyMore Details,Thanjavur,Tamil Nadu,49.4,48,63.86,35.91,65.46,57.76,6.0,Overall
IR-O-U-0262,Mahatma Gandhi UniversityMore Details,Kottayam,Kerala,49.29,49,69.15,30.32,71.21,46.6,5.53,Overall
IR-O-U-0523,King George`s Medical UniversityMore Details,Lucknow,Uttar Pradesh,48.91,50,77.94,26.47,61.22,44.84,8.71,Overall
IR-O-I-1486,Sri Ramachandra Institute of Higher Education And ResearchMore Details,Chennai,Tamil Nadu,48.59,51,76.71,16.92,67.48,60.92,9.15,Overall
IR-O-I-1480,Thapar Institute of Engineering & TechnologyMore Details,Patiala,Punjab,48.59,51,56.99,38.79,65.75,55.71,11.25,Overall
IR-O-U-0027,Osmania UniversityMore Details,Hyderabad,Telangana,48.54,53,55.95,25.56,86.42,55.22,12.86,Overall
IR-O-U-0064,Indian Institute of Technology PatnaMore Details,Patna,Bihar,48.09,54,67.89,32.37,54.56,52.85,18.06,Overall
IR-O-U-0222,JSS Academy of Higher Education and ResearchMore Details,Mysuru,Karnataka,48.09,54,70.68,18.74,66.64,69.78,9.58,Overall
IR-O-U-0355,Indian Institute of Technology BhubaneswarMore Details,Bhubaneswar,Odisha,47.96,56,56.97,36.3,59.25,55.31,25.98,Overall
IR-O-U-0331,Tata Institute of Social SciencesMore Details,Mumbai,Maharashtra,47.45,57,64.38,11.4,80.01,75.54,11.66,Overall
IR-O-U-0473,S. R. M. Institute of Science and TechnologyMore Details,Chennai,Tamil Nadu,47.27,58,56.48,34.43,67.43,58.58,6.47,Overall
IR-O-U-0377,Indian Institute of Science Education & Research MohaliMore Details,Mohali,Punjab,47.19,59,68.47,29.98,43.61,72.82,16.64,Overall
IR-O-U-0136,Gujarat UniversityMore Details,Ahmedabad,Gujarat,47.1,60,68.05,13.4,83.9,55.67,3.11,Overall
IR-O-U-0474,Sathyabama Institute of Science and TechnologyMore Details,Chennai,Tamil Nadu,47.03,61,60.75,30.41,65.23,64.31,2.1,Overall
IR-O-U-0098,Delhi Technological UniversityMore Details,New Delhi,Delhi,46.89,62,57.71,28.86,66.91,54.62,20.76,Overall
IR-O-U-0497,Amity University NoidaMore Details,Gautam Budh Nagar,Uttar Pradesh,46.88,63,50.79,37.48,66.42,62.52,8.71,Overall
IR-O-U-0435,Alagappa UniversityMore Details,Karaikudi,Tamil Nadu,46.85,64,63.66,22.69,68.36,51.63,21.09,Overall
IR-O-U-0056,Tezpur UniversityMore Details,Tezpur,Assam,46.83,65,62.03,30.34,63.23,49.21,15.54,Overall
IR-O-I-1441,Saveetha Institute of Medical and Technical SciencesMore Details,Chennai,Tamil Nadu,46.81,66,65.8,24.29,64.87,66.51,1.58,Overall
IR-O-U-0184,Indian Institute of Technology MandiMore Details,Mandi,Himachal Pradesh,46.56,67,57.22,30.81,64.14,63.26,10.0,Overall
IR-O-U-0037,Sri Venkateswara UniversityMore Details,Tirupati,Andhra Pradesh,46.14,68,61.83,21.53,76.24,48.81,10.0,Overall
IR-O-U-0589,Visva BharatiMore Details,Santiniketan,West Bengal,45.95,69,58.41,27.29,75.58,40.84,10.42,Overall
IR-O-U-0020,Koneru Lakshmaiah Education Foundation UniversityMore Details,Vaddeswaram,Andhra Pradesh,45.89,70,65.54,24.52,64.0,55.66,5.06,Overall
IR-O-U-0410,Malaviya National Institute of TechnologyMore Details,Jaipur,Rajasthan,45.65,71,61.26,33.25,57.0,55.34,3.61,Overall
IR-O-U-0052,Gauhati UniversityMore Details,Guwahati,Assam,45.48,72,59.87,17.04,81.09,55.87,6.0,Overall
IR-O-U-0329,Symbiosis InternationalMore Details,Pune,Maharashtra,45.43,73,70.05,14.11,63.35,72.57,2.61,Overall
IR-O-U-0341,North Eastern Hill UniversityMore Details,Shillong,Meghalaya,45.31,74,65.03,15.19,75.6,53.4,7.83,Overall
IR-O-I-1110,Dr. D. Y. Patil VidyapeethMore Details,Pune,Maharashtra,45.08,75,75.2,9.71,63.68,63.64,5.06,Overall
IR-O-U-0251,Calicut UniversityMore Details,Malappuram,Kerala,44.71,76,66.18,17.39,69.3,53.19,4.58,Overall
IR-O-U-0448,Bharathidasan UniversityMore Details,Tiruchirappalli,Tamil Nadu,44.7,77,63.49,28.38,50.92,46.57,22.99,Overall
IR-O-U-0196,University of KashmirMore Details,Srinagar,Jammu and Kashmir,44.67,78,60.25,18.51,79.14,49.47,2.61,Overall
IR-O-U-0389,Banasthali VidyapithMore Details,Banasthali,Rajasthan,44.61,79,52.72,12.82,85.27,75.87,3.11,Overall
IR-O-U-0254,Indian Institute of Science Education & Research ThiruvananthapuramMore Details,Thiruvananthapuram,Kerala,44.53,80,61.09,26.45,59.94,47.85,14.79,Overall
IR-O-U-0369,Pondicherry UniversityMore Details,Puducherry,Pondicherry,44.48,81,45.97,28.85,73.14,58.52,15.54,Overall
IR-O-U-0642,Shiv Nadar UniversityMore Details,Dadri,Uttar Pradesh,44.47,82,68.11,16.4,62.82,60.52,5.06,Overall
IR-O-C-16604,Sri Sivasubramaniya Nadar College of EngineeringMore Details,Kancheepuram,Tamil Nadu,44.42,83,58.51,27.12,63.11,53.78,7.38,Overall
IR-O-U-0463,Madurai Kamaraj UniversityMore Details,Madurai,Tamil Nadu,44.27,84,63.88,26.14,56.9,42.62,16.28,Overall
IR-O-U-0202,Birla Institute of TechnologyMore Details,Ranchi,Jharkhand,44.17,85,56.25,28.71,56.04,52.33,22.37,Overall
IR-O-C-37013,PSG College of TechnologyMore Details,Coimbatore,Tamil Nadu,44.17,85,62.42,16.13,60.65,49.93,34.79,Overall
IR-O-U-0446,Bharath Institute of Higher Education & ResearchMore Details,Chennai,Tamil Nadu,44.03,87,59.45,18.56,66.96,66.89,5.53,Overall
IR-O-U-0376,Guru Nanak Dev UniversityMore Details,Amritsar,Punjab,43.81,88,44.31,30.06,77.12,53.04,7.83,Overall
IR-O-U-0253,Cochin University of Science and TechnologyMore Details,Cochin,Kerala,43.71,89,50.14,27.78,67.84,51.36,16.28,Overall
IR-O-U-0195,University of JammuMore Details,Jammu,Jammu and Kashmir,43.61,90,64.78,16.33,72.53,45.63,2.1,Overall
IR-O-N-17,Sawai Man Singh Medical CollegeMore Details,Jaipur,Rajasthan,43.5,91,82.87,4.93,61.02,49.59,0.0,Overall
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies More Details,Mumbai,Maharashtra,43.07,92,66.87,12.44,64.13,62.44,2.1,Overall
IR-O-U-0530,Motilal Nehru National Institute of TechnologyMore Details,Allahabad,Uttar Pradesh,42.87,93,51.75,26.38,66.33,52.1,9.58,Overall
IR-O-U-0055,National Institute of Technology SilcharMore Details,Silchar,Assam,42.76,94,52.19,28.42,64.18,52.18,5.06,Overall
IR-O-U-0318,Mumbai UniversityMore Details,Mumbai,Maharashtra,42.45,95,48.08,20.84,77.97,53.61,8.27,Overall
IR-O-U-0577,National Institute of Technology DurgapurMore Details,Durgapur,West Bengal,42.26,96,47.46,31.21,63.17,51.24,9.15,Overall
IR-O-U-0295,Datta Meghe Institute of Medical SciencesMore Details,Wardha,Maharashtra,42.24,97,73.22,7.13,60.79,59.68,0.0,Overall
IR-O-I-1361,Bharati VidyapeethMore Details,Pune,Maharashtra,42.23,98,61.13,12.09,65.73,58.16,12.86,Overall
IR-O-U-0379,Lovely Professional UniversityMore Details,Phagwara,Punjab,41.81,99,57.28,16.44,62.61,67.68,4.1,Overall
IR-O-U-0345,Mizoram UniversityMore Details,Aizawl,Mizoram,41.8,100,66.0,10.83,67.02,49.9,3.61,Overall
IR-O-U-0215,Bangalore University More Details,Bengaluru,Karnataka,41.8,100,65.5,13.0,57.99,57.2,9.15,Overall
IR-P-U-0107,Jamia HamdardMore Details,New Delhi,Delhi,80.5,1,78.18,85.18,80.85,57.65,95.7,Pharmacy
IR-P-U-0078,Panjab UniversityMore Details,Chandigarh,Chandigarh,79.8,2,76.05,83.43,76.47,71.53,95.05,Pharmacy
IR-P-U-0380,National Institute of Pharmaceutical Education and Research MohaliMore Details,Mohali,Punjab,74.73,3,79.78,61.99,79.53,62.88,100.0,Pharmacy
IR-P-U-0308,Institute of Chemical TechnologyMore Details,Mumbai,Maharashtra,74.5,4,79.12,65.11,86.13,53.79,86.32,Pharmacy
IR-P-I-1077,National Institute of Pharmaceutical Education and Research HyderabadMore Details,Hyderabad,Telangana,73.81,5,81.75,57.7,87.19,65.18,80.23,Pharmacy
IR-P-U-0391,Birla Institute of Technology & ScienceMore Details,Pilani,Rajasthan,72.95,6,88.39,60.82,74.71,67.95,64.47,Pharmacy
IR-P-C-7249,Manipal College of Pharmaceutical SciencesMore Details,Udupi,Karnataka,67.42,7,77.24,44.74,73.25,68.83,93.03,Pharmacy
IR-P-N-14,National Institute of Pharmaceutical Education and Research AhmedabadMore Details,Gandhinagar,Gujarat,65.64,8,84.97,39.56,76.69,66.33,63.08,Pharmacy
IR-P-C-35006,JSS College of PharmacyMore Details,Ooty,Tamil Nadu,65.6,9,77.54,28.53,90.2,73.65,83.81,Pharmacy
IR-P-C-35007,JSS College of PharmacyMore Details,Mysore,Karnataka,64.58,10,76.16,28.41,82.33,68.59,98.82,Pharmacy
IR-P-I-1073,National Institute of Pharmaceutical Education and Research GuwahatiMore Details,Guwahati,Assam,60.45,11,84.16,30.8,70.57,66.68,51.78,Pharmacy
IR-P-U-0443,Annamalai UniversityMore Details,Annamalainagar,Tamil Nadu,59.88,12,72.88,52.84,67.02,37.78,49.89,Pharmacy
IR-P-N-10,SVKM`s Narsee Monjee Institute of Management Studies More Details,Mumbai,Maharashtra,57.85,13,77.13,34.25,81.91,60.45,20.0,Pharmacy
IR-P-U-0143,Maharaja Sayajirao University of BarodaMore Details,Vadodara,Gujarat,57.68,14,66.72,42.86,77.34,52.01,41.3,Pharmacy
IR-P-U-0436,Amrita School of PharmacyMore Details,Kochi,Kerala,56.82,15,58.11,53.78,66.3,63.83,36.24,Pharmacy
IR-P-U-0202,Birla Institute of TechnologyMore Details,Ranchi,Jharkhand,56.52,16,66.3,42.3,59.38,60.42,60.15,Pharmacy
IR-P-U-0146,Nirma UniversityMore Details,Ahmedabad,Gujarat,55.05,17,62.01,41.58,69.74,52.36,47.9,Pharmacy
IR-P-N-26,National Institute of Pharmaceutical Education and Research RaebareliMore Details,LUCKNOW,Uttar Pradesh,54.99,18,83.31,30.27,53.0,59.59,43.62,Pharmacy
IR-P-U-0473,S. R. M. Institute of Science and TechnologyMore Details,Chennai,Tamil Nadu,54.85,19,59.2,57.11,51.76,50.28,45.82,Pharmacy
IR-P-U-0389,Banasthali VidyapithMore Details,Banasthali,Rajasthan,54.54,20,70.47,26.18,82.42,74.82,15.83,Pharmacy
IR-P-U-0497,Amity University NoidaMore Details,Gautam Budh Nagar,Uttar Pradesh,54.49,21,67.88,53.39,44.28,59.01,33.46,Pharmacy
IR-P-C-35430,"Poona College of Pharmacy, PuneMore Details",Pune,Maharashtra,54.44,22,64.87,28.05,72.51,54.85,65.82,Pharmacy
IR-P-U-0383,Punjabi UniversityMore Details,Patiala,Punjab,54.29,23,60.1,47.0,68.05,39.71,45.82,Pharmacy
IR-P-C-33873,Bombay College of PharmacyMore Details,Mumbai,Maharashtra,53.37,24,72.89,22.54,59.3,53.51,75.25,Pharmacy
IR-P-C-6370,Delhi Institute of Pharmaceutical Sciences & ResearchMore Details,New Delhi,Delhi,52.13,25,54.43,23.66,74.93,56.92,80.23,Pharmacy
IR-P-I-1486,Sri Ramachandra Institute of Higher Education And ResearchMore Details,Chennai,Tamil Nadu,51.52,26,68.36,28.66,64.27,52.0,43.62,Pharmacy
IR-P-I-1072,National Institute of Pharmaceutical Education and Research KolkataMore Details,Kolkata,West Bengal,51.49,27,84.16,15.25,61.81,29.98,63.08,Pharmacy
IR-P-U-0168,Maharishi MarkandeshwarMore Details,Ambala,Haryana,51.12,28,61.05,33.46,62.92,51.91,49.89,Pharmacy
IR-P-U-0379,Lovely Professional UniversityMore Details,Phagwara,Punjab,50.46,29,62.85,42.93,50.95,58.07,27.27,Pharmacy
IR-P-C-33877,SVKM's Dr. Bhanuben Nanavati College of PharmacyMore Details,Mumbai,Maharashtra,50.07,30,71.55,23.01,70.38,52.48,23.79,Pharmacy
IR-P-U-0162,Guru Jambheshwar University of Science and TechnologyMore Details,Hisar,Haryana,49.73,31,69.08,29.6,54.62,46.26,45.82,Pharmacy
IR-P-C-10398,I. S. F. College of PharmacyMore Details,Moga,Punjab,49.26,32,49.6,41.37,61.22,53.75,43.62,Pharmacy
IR-P-U-0332,The Rashtrasant Tukadoji Maharaj Nagpur UniversityMore Details,Nagpur,Maharashtra,48.67,33,63.38,27.92,70.05,48.98,23.79,Pharmacy
IR-P-I-1450,"AU College of Pharmaceutical Sciences, Andhra UniversityMore Details",Visakhapatnam,Andhra Pradesh,48.64,34,52.45,29.77,65.83,45.03,63.08,Pharmacy
IR-P-U-0051,Dibrugarh UniversityMore Details,Dibrugarh,Assam,48.45,35,68.54,33.57,58.84,29.97,30.48,Pharmacy
IR-P-I-1280,Maharshi Dayanand UniversityMore Details,Rohtak,Haryana,47.86,36,56.6,35.82,58.7,47.65,36.24,Pharmacy
IR-P-C-24505,KLE College of PharmacyMore Details,Belgaum,Karnataka,47.73,37,68.06,13.55,63.24,64.67,41.3,Pharmacy
IR-P-U-0373,Chitkara UniversityMore Details,Rajpura,Punjab,47.37,38,62.88,18.18,64.92,61.89,38.85,Pharmacy
IR-P-U-0190,Shoolini University of Biotechnology and Management SciencesMore Details,Solan,Himachal Pradesh,45.69,39,61.66,29.75,66.24,50.11,0.0,Pharmacy
IR-P-C-34531,Y. B. Chavan College of PharmacyMore Details,Aurangabad,Maharashtra,45.12,40,61.95,18.71,55.0,55.61,43.62,Pharmacy
IR-P-I-1335,Padmashree Dr. D. Y. Patil Institute of Pharmaceutical Sciences and ResearchMore Details,Pune,Maharashtra,44.9,41,67.23,7.42,63.01,53.2,45.82,Pharmacy
IR-P-U-0034,Sri Padmavathi Mahila Visva VidyalayamMore Details,Tirupathi,Andhra Pradesh,44.52,42,64.33,19.2,61.05,52.52,20.0,Pharmacy
IR-P-U-0491,"Vels Institute of Science, Technology & Advanced Studies (VISTAS)More Details",Chennai,Tamil Nadu,44.35,43,63.09,37.93,45.4,49.6,0.0,Pharmacy
IR-P-U-0085,Guru Ghasidas VishwavidyalayaMore Details,Bilaspur,Chhattisgarh,44.17,44,70.73,32.84,46.52,37.95,0.0,Pharmacy
IR-P-C-409,L. M. College of PharmacyMore Details,Ahmedabad,Gujarat,44.11,45,67.11,7.91,52.61,52.29,58.61,Pharmacy
IR-P-U-0519,Integral UniversityMore Details,Lucknow,Uttar Pradesh,43.79,46,61.61,33.56,44.13,44.07,20.0,Pharmacy
IR-P-C-30858,Goa College of PharmacyMore Details,Panaji,Goa,42.73,47,67.07,1.12,64.68,52.04,41.3,Pharmacy
IR-P-C-18900,Smt. Kishoritai Bhoyar College of PharmacyMore Details,NAGPUR,Maharashtra,42.62,48,65.28,4.86,61.75,53.39,38.85,Pharmacy
IR-P-C-19322,N.G.S.M.Institute of Pharmaceutical SciencesMore Details,Mangaluru,Karnataka,42.46,49,67.96,9.13,53.04,56.72,30.48,Pharmacy
IR-P-I-1256,Noida Institute of Engineering And Technology (Pharmacy Institute)More Details,Greater Noida,Uttar Pradesh,42.46,49,60.62,2.28,67.33,57.5,43.62,Pharmacy
IR-P-C-45540,PSG College of PharmacyMore Details,Coimbatore,Tamil Nadu,42.21,51,57.47,10.5,59.59,53.19,45.82,Pharmacy
IR-P-U-0724,M. S. Ramaiah University of Applied SciencesMore Details,Bangalore,Karnataka,41.74,52,64.83,13.29,39.61,60.23,43.62,Pharmacy
IR-P-I-1045,R. C. Patel Institute of Pharmaceutical Education & ResearchMore Details,Shirpur,Maharashtra,41.4,53,63.92,14.81,56.7,48.64,15.83,Pharmacy
IR-P-C-39486,Chalapathi Institute of Pharmaceutical SciencesMore Details,Guntur,Andhra Pradesh,41.31,54,58.63,3.56,67.27,50.72,41.3,Pharmacy
IR-P-C-26907,Raghavendra Institute of Pharmaceuatical Education & Research More Details,Anantapur,Andhra Pradesh,41.14,55,62.47,3.32,61.68,57.14,33.46,Pharmacy
IR-P-U-0536,"Sam Higginbottom Institute of Agriculture, Technology & SciencesMore Details",Allahabad,Uttar Pradesh,41.05,56,69.43,27.04,31.87,51.44,5.97,Pharmacy
IR-P-I-1243,"College of Pharmacy, Madras Medical CollegeMore Details",Chennai,Tamil Nadu,40.93,57,63.83,0.81,56.13,53.24,49.89,Pharmacy
IR-P-C-33814,Bharati Vidyapeeth's College of PharmacyMore Details,Navi Mumbai,Maharashtra,40.64,58,64.11,10.93,45.05,52.27,38.85,Pharmacy
IR-P-U-0093,Pt. Ravishankar Shukla UniversityMore Details,Raipur,Chhattisgarh,40.6,59,46.32,28.61,58.05,45.13,20.0,Pharmacy
IR-P-C-10250,Amar Shaheed Baba Ajit Singh Jujhar Singh Memorial College of PharmacyMore Details,Bela,Punjab,40.45,60,59.8,5.95,57.8,64.33,27.27,Pharmacy
IR-P-C-6269,NSHM Knowledge CampusMore Details,Kolkata,West Bengal,39.65,61,61.49,4.37,62.24,47.08,27.27,Pharmacy
IR-P-C-11091,Bharati Vidyapeeth's College of PharmacyMore Details,Kolhapur,Maharashtra,39.59,62,54.41,9.56,58.14,41.94,45.82,Pharmacy
IR-P-C-33553,Vivekanand Education Society`s College of PharmacyMore Details,Mumbai,Maharashtra,39.41,63,63.89,10.99,56.35,50.72,5.97,Pharmacy
IR-P-I-1289,Acharya Nagarjuna University College of Pharmaceutical SciencesMore Details,Guntur,Andhra Pradesh,38.73,64,52.07,10.7,63.41,44.91,27.27,Pharmacy
IR-P-C-44200,C.U.Shah College of PharmacyMore Details,Mumbai,Maharashtra,38.46,65,63.19,4.34,59.34,52.15,11.19,Pharmacy
IR-P-I-1262,Sri Ramakrishna Institute of Paramedical SciencesMore Details,Coimbatore,Tamil Nadu,38.17,66,65.5,0.18,44.39,44.12,51.78,Pharmacy
IR-P-S-10906,Guru Nanak Institute of Pharmaceutical Science & TechnologyMore Details,Kolkata,West Bengal,37.9,67,62.96,2.95,59.31,46.89,15.83,Pharmacy
IR-P-C-42167,P. E. Society`s Modern College of PharmacyMore Details,Pune,Maharashtra,37.85,68,67.49,1.35,51.43,53.3,15.83,Pharmacy
IR-P-C-26904,Sri Venkateshwara College of PharmacyMore Details,Chittoor,Andhra Pradesh,37.72,69,64.49,1.59,56.86,59.21,5.97,Pharmacy
IR-P-C-45528,KMCH College of PharmacyMore Details,Coimbatore,Tamil Nadu,37.7,70,57.42,3.19,51.62,58.36,33.46,Pharmacy
IR-P-C-41951,Padamshree Dr. D. Y. Patil College of PharmacyMore Details,Pune,Maharashtra,37.49,71,60.1,1.52,60.56,53.1,15.83,Pharmacy
IR-P-C-54626,Girijananda Chowdhury Institute of Pharmaceutical ScienceMore Details,Guwahati,Assam,37.31,72,56.49,8.58,60.49,40.97,15.83,Pharmacy
IR-P-C-33635,Principal K.M. Kundnani College of PharmacyMore Details,Mumbai,Maharashtra,37.29,73,57.24,6.55,58.13,54.12,11.19,Pharmacy
IR-P-U-0938,Dr. Vishwanath Karad MIT World Peace UniversityMore Details,Pune,Maharashtra,37.29,73,68.68,1.95,48.93,51.96,11.19,Pharmacy
IR-P-U-0562,"Kumaun University, NainitalMore Details",Nainital,Uttarakhand,37.23,75,59.77,14.22,55.01,34.25,5.97,Pharmacy
